nct_id,brief_title,overall_status,phase,start_date,completion_date,enrollment,sponsor_name,lead_or_collaborator,start_year,who_gap_period,condition
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,University of Alabama at Birmingham,collaborator,2011.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,University of Alabama at Birmingham,collaborator,2011.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,Cook Children's Medical Center,collaborator,2011.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,"University of North Carolina, Chapel Hill",lead,2011.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,CF Therapeutics Development Network Coordinating Center,collaborator,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,CF Therapeutics Development Network Coordinating Center,collaborator,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,Seattle Children's Hospital,collaborator,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,Seattle Children's Hospital,collaborator,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,"University of Colorado, Denver",collaborator,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,Baylor College of Medicine,collaborator,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,Baylor College of Medicine,collaborator,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,University of Alabama at Birmingham,collaborator,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,University of Alabama at Birmingham,collaborator,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,Cook Children's Medical Center,collaborator,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,Cook Children's Medical Center,collaborator,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,University of Michigan,collaborator,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,"University of North Carolina, Chapel Hill",lead,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,"University of North Carolina, Chapel Hill",lead,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,St. Louis Children's Hospital,collaborator,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,St. Louis Children's Hospital,collaborator,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,"Children's Hospital Medical Center, Cincinnati",collaborator,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,"Children's Hospital Medical Center, Cincinnati",collaborator,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,University of Texas Southwestern Medical Center,collaborator,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,University of Texas Southwestern Medical Center,collaborator,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,University of Florida,collaborator,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,University of Florida,collaborator,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,University of Michigan,collaborator,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,University of Michigan,collaborator,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,University of Florida,collaborator,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,University of Florida,collaborator,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,University of Texas Southwestern Medical Center,collaborator,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,University of Texas Southwestern Medical Center,collaborator,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,"Children's Hospital Medical Center, Cincinnati",collaborator,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,"Children's Hospital Medical Center, Cincinnati",collaborator,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,St. Louis Children's Hospital,collaborator,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,St. Louis Children's Hospital,collaborator,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,"University of North Carolina, Chapel Hill",lead,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,"University of North Carolina, Chapel Hill",lead,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,CF Therapeutics Development Network Coordinating Center,collaborator,2011.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,CF Therapeutics Development Network Coordinating Center,collaborator,2011.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,Seattle Children's Hospital,collaborator,2011.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,University of Michigan,collaborator,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,Cook Children's Medical Center,collaborator,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,Cook Children's Medical Center,collaborator,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,University of Alabama at Birmingham,collaborator,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,University of Alabama at Birmingham,collaborator,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,Baylor College of Medicine,collaborator,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,Baylor College of Medicine,collaborator,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,"University of Colorado, Denver",collaborator,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,"University of Colorado, Denver",collaborator,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,University of Washington,collaborator,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,University of Washington,collaborator,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,Washington University School of Medicine,collaborator,2011.0,Pre-WHO GAP,cystic fibrosis
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,CF Therapeutics Development Network Coordinating Center,collaborator,2011.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,CF Therapeutics Development Network Coordinating Center,collaborator,2011.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,Seattle Children's Hospital,collaborator,2011.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,Seattle Children's Hospital,collaborator,2011.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,Washington University School of Medicine,collaborator,2011.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,Washington University School of Medicine,collaborator,2011.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,University of Washington,collaborator,2011.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,University of Washington,collaborator,2011.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,"University of Colorado, Denver",collaborator,2011.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,"University of Colorado, Denver",collaborator,2011.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,Baylor College of Medicine,collaborator,2011.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,Seattle Children's Hospital,collaborator,2011.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,Washington University School of Medicine,collaborator,2011.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,Washington University School of Medicine,collaborator,2011.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,University of Washington,collaborator,2011.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,University of Washington,collaborator,2011.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,"University of Colorado, Denver",collaborator,2011.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,Baylor College of Medicine,collaborator,2011.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,University of Alabama at Birmingham,collaborator,2011.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,University of Alabama at Birmingham,collaborator,2011.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,Cook Children's Medical Center,collaborator,2011.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,Cook Children's Medical Center,collaborator,2011.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,University of Michigan,collaborator,2011.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,University of Michigan,collaborator,2011.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,University of Florida,collaborator,2011.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,University of Florida,collaborator,2011.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,University of Texas Southwestern Medical Center,collaborator,2011.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,University of Texas Southwestern Medical Center,collaborator,2011.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,"Children's Hospital Medical Center, Cincinnati",collaborator,2011.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,"Children's Hospital Medical Center, Cincinnati",collaborator,2011.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,St. Louis Children's Hospital,collaborator,2011.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,St. Louis Children's Hospital,collaborator,2011.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,"University of North Carolina, Chapel Hill",lead,2011.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,"University of Colorado, Denver",collaborator,2011.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,Baylor College of Medicine,collaborator,2011.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01349192,Early Methicillin-resistant Staphylococcus Aureus (MRSA) Therapy in Cystic Fibrosis (CF),TERMINATED,PHASE2,2011-04-30,2015-05-31,47.0,Baylor College of Medicine,collaborator,2011.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01381757,Utility of MODS for Diagnosis of MDR-TB and Second-Line Antituberculous Drug Susceptibility Testing in Mali,TERMINATED,,2011-05-31,2013-03-05,34.0,National Institute of Allergy and Infectious Diseases (NIAID),lead,2011.0,Pre-WHO GAP,antitubercular agents
NCT01381757,Utility of MODS for Diagnosis of MDR-TB and Second-Line Antituberculous Drug Susceptibility Testing in Mali,TERMINATED,,2011-05-31,2013-03-05,34.0,National Institute of Allergy and Infectious Diseases (NIAID),lead,2011.0,Pre-WHO GAP,mycobacterium tuberculous
NCT01381757,Utility of MODS for Diagnosis of MDR-TB and Second-Line Antituberculous Drug Susceptibility Testing in Mali,TERMINATED,,2011-05-31,2013-03-05,34.0,National Institute of Allergy and Infectious Diseases (NIAID),lead,2011.0,Pre-WHO GAP,mycobacterium tuberculous
NCT01381757,Utility of MODS for Diagnosis of MDR-TB and Second-Line Antituberculous Drug Susceptibility Testing in Mali,TERMINATED,,2011-05-31,2013-03-05,34.0,National Institute of Allergy and Infectious Diseases (NIAID),lead,2011.0,Pre-WHO GAP,"tuberculosis, pulmonary"
NCT01381757,Utility of MODS for Diagnosis of MDR-TB and Second-Line Antituberculous Drug Susceptibility Testing in Mali,TERMINATED,,2011-05-31,2013-03-05,34.0,National Institute of Allergy and Infectious Diseases (NIAID),lead,2011.0,Pre-WHO GAP,"tuberculosis, pulmonary"
NCT01381757,Utility of MODS for Diagnosis of MDR-TB and Second-Line Antituberculous Drug Susceptibility Testing in Mali,TERMINATED,,2011-05-31,2013-03-05,34.0,National Institute of Allergy and Infectious Diseases (NIAID),lead,2011.0,Pre-WHO GAP,extensively drug-resistant
NCT01381757,Utility of MODS for Diagnosis of MDR-TB and Second-Line Antituberculous Drug Susceptibility Testing in Mali,TERMINATED,,2011-05-31,2013-03-05,34.0,National Institute of Allergy and Infectious Diseases (NIAID),lead,2011.0,Pre-WHO GAP,extensibely drug-resistant tuberculosis
NCT01381757,Utility of MODS for Diagnosis of MDR-TB and Second-Line Antituberculous Drug Susceptibility Testing in Mali,TERMINATED,,2011-05-31,2013-03-05,34.0,National Institute of Allergy and Infectious Diseases (NIAID),lead,2011.0,Pre-WHO GAP,extensibely drug-resistant tuberculosis
NCT01381757,Utility of MODS for Diagnosis of MDR-TB and Second-Line Antituberculous Drug Susceptibility Testing in Mali,TERMINATED,,2011-05-31,2013-03-05,34.0,National Institute of Allergy and Infectious Diseases (NIAID),lead,2011.0,Pre-WHO GAP,"tuberculosis, pulmonary"
NCT01381757,Utility of MODS for Diagnosis of MDR-TB and Second-Line Antituberculous Drug Susceptibility Testing in Mali,TERMINATED,,2011-05-31,2013-03-05,34.0,National Institute of Allergy and Infectious Diseases (NIAID),lead,2011.0,Pre-WHO GAP,mycobacterium tuberculous
NCT01381757,Utility of MODS for Diagnosis of MDR-TB and Second-Line Antituberculous Drug Susceptibility Testing in Mali,TERMINATED,,2011-05-31,2013-03-05,34.0,National Institute of Allergy and Infectious Diseases (NIAID),lead,2011.0,Pre-WHO GAP,mycobacterium tuberculous
NCT01381757,Utility of MODS for Diagnosis of MDR-TB and Second-Line Antituberculous Drug Susceptibility Testing in Mali,TERMINATED,,2011-05-31,2013-03-05,34.0,National Institute of Allergy and Infectious Diseases (NIAID),lead,2011.0,Pre-WHO GAP,antitubercular agents
NCT01381757,Utility of MODS for Diagnosis of MDR-TB and Second-Line Antituberculous Drug Susceptibility Testing in Mali,TERMINATED,,2011-05-31,2013-03-05,34.0,National Institute of Allergy and Infectious Diseases (NIAID),lead,2011.0,Pre-WHO GAP,antitubercular agents
NCT01381757,Utility of MODS for Diagnosis of MDR-TB and Second-Line Antituberculous Drug Susceptibility Testing in Mali,TERMINATED,,2011-05-31,2013-03-05,34.0,National Institute of Allergy and Infectious Diseases (NIAID),lead,2011.0,Pre-WHO GAP,"tuberculosis, mulutidrug-resistant"
NCT01381757,Utility of MODS for Diagnosis of MDR-TB and Second-Line Antituberculous Drug Susceptibility Testing in Mali,TERMINATED,,2011-05-31,2013-03-05,34.0,National Institute of Allergy and Infectious Diseases (NIAID),lead,2011.0,Pre-WHO GAP,"tuberculosis, mulutidrug-resistant"
